commName,state,fold,population,racepctblack,racePctWhite,racePctAsian,racePctHisp,pctUrban,medIncome,pctWFarmSelf,pctWInvInc,pctWPubAsst,pctWRetire,perCapInc,PctPopUnderPov,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,FemalePctDiv,PctFam2Par,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,PctImmigRec10,PctRecImmig5,PctRecImmig8,PctNotSpeakEnglWell,PctLargHouseFam,PersPerOccupHous,PersPerRentOccHous,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccMedVal,OwnOccQrange,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LandArea,PopDens,PctUsePubTrans,larcPerPop,pctMinority,PctLarcPerPop,PctSingleParent,CommTransience,PctVacant,TotalHomeless,PctUnhoused
Bartlesville,OK,8,34256,3.33,88.58,1.12,1.76,0,30366,1.45,52.64,4.29,20.84,16411,11.06,17.59,31.62,4.6,57.3,15.54,23.42,8.82,12.08,78.71,66.75,410,1.49,38.6,0.51,0.73,0.3,2.72,2.41,2.24,1.4,36.97,3,1895,88.09,2.69,57.99,1962,5.32,0.28,55300,49600,148,365,24.7,16.2,11.3,0,0,2.16,52.46,51.64,77.74,86.38,21.9,1567.1,0.05,3371.15,11.420000000000002,9.841049743110695,21.290000000000006,39.39,11.909999999999997,0,0
Deptford,NJ,8,24137,10.18,87.91,1.11,1.94,95.86,38250,0.38,38.61,4.49,19.34,14678,5.22,26.5,12.57,5.09,64.53,17.68,18.97,16.63,10.39,78.08,62.63,393,2.15,17.8,0.29,0.34,0.52,6.01,2.77,2.23,1.8,34.86,3,318,96.42,4.09,21.07,1965,0.96,0.23,88600,34000,158,543,25.5,21.3,14,0,0,2.37,50.98,64.75,80.6,91.13,18.1,1332.2,3.28,3994.31,12.090000000000003,16.548494013340516,21.92,34.56,3.5799999999999983,0,0
Manchester,NJ,8,35976,3.27,95.79,0.48,1.97,87.73,22649,0.24,65.94,2.91,45.31,14906,4.63,34.37,9.9,6.7,24.82,13.26,24.34,14.05,4.83,84.51,65.22,163,0.51,5.17,0.32,0.53,0.76,2.49,1.9,2.21,0.58,82.54,2,2278,89.04,0.61,58.47,1976,0.59,0.08,92500,58700,675,783,35.1,27.3,16.2,0,0,10.22,50.18,63.63,74.31,89.78,85.6,420.4,1.29,645.09,4.209999999999994,1.7931120747164777,15.489999999999995,37.29,10.959999999999994,0,0
Dyer,IN,8,10923,0.58,97.57,0.8,3.91,100,44358,0.71,49.07,2.42,13.7,16148,1.82,14.77,15.31,3.32,69.6,23.64,22.38,14.42,7.29,88.67,68.08,38,0.48,10.19,0.07,0.14,0.7,5.28,3.09,2.25,1.7,14.1,3,49,98.58,2.04,30.61,1973,2.61,0,88400,41000,100,436,25.1,16.5,12.2,0,0,4.31,49.96,60.07,77.11,78.66,5.8,1887.2,3.71,2127.13,2.430000000000007,19.47386249198938,11.329999999999998,37.62,1.4200000000000017,0,0
Sterling Heights,MI,8,117810,0.4,96.3,2.86,1.12,100,46470,0.46,55.7,3.17,15.39,17084,3.55,19.34,18.53,5.05,68.8,29.03,19.05,11.99,8.39,85.89,66.15,654,0.79,16.88,0.71,1.22,1.66,5.05,2.87,1.88,1.78,30.83,3,1482,96.5,0.61,20.24,1973,0.54,0.16,97000,33600,136,533,23.5,18.3,13.1,30,0,9.89,77.36,61.03,82.99,95.76,38,3103.2,0.45,2882.56,3.700000000000003,2.446787199728376,14.11,26.21,3.5,30,0.03
Allen Park,MI,8,31092,0.46,97.98,0.75,3.17,100,39925,0.51,57.59,3.5,28.74,17013,3.26,21.26,16.48,5.48,54.92,26.74,23.79,13.96,8.87,84.75,67.75,143,0.56,7.38,0.11,0.28,0.74,3.25,2.55,1.86,1.18,23.62,3,203,98.34,0,33.99,1955,0.77,0.18,67400,26100,150,492,25.1,15.9,13.8,0,1,6.1,76.25,72.91,95.35,97.56,7.3,4282.6,0.88,2384.09,2.019999999999996,7.667856683391226,15.25,18.5,1.6599999999999966,1,0
Hampton,PA,8,15568,0.53,98.59,0.75,0.3,100,45538,0.65,63.64,1.86,16.49,19940,2.54,13,35.58,3.23,66.1,13.04,30.16,7.62,6.7,90.16,59.96,54,0.47,11.34,0,0,0.37,4.04,2.86,2.28,0.48,21.53,3,151,97.27,1.32,44.37,1963,0.13,0.25,86800,65100,172,548,24.4,20.8,13.2,0,0,1.59,80.75,62.56,87.34,90.61,16.6,937.4,3.39,1023.18,1.4099999999999966,6.572327852,9.840000000000003,23.12,2.730000000000004,0,0
Salem,OR,8,107786,1.51,91.18,2.39,6.11,100,25236,1.11,43.59,7.67,17.9,12641,14.5,18.46,21.69,6.4,55.33,11.81,27.53,11.48,16.79,69,70.4,2412,3.02,48.7,1.68,2.26,1.9,4.87,2.41,2.27,3.98,51.94,2,1665,96.09,1.92,18.32,1968,4.69,0.41,60300,34500,141,387,25.9,20.4,13.7,178,19,5.59,45.29,38.87,67.48,83.36,43,2504.8,2.57,6063.03,8.819999999999993,5.625062624088471,31,49.45,3.9099999999999966,197,0.18
Hazleton,PA,8,24730,0.21,98.63,0.67,1.01,0,20927,0.25,44.64,8.6,21.07,11512,13.48,28.34,10.31,6.05,51.83,26.25,22.9,24.77,9.59,72.57,56.71,373,1.86,19.71,0.29,0.37,0.6,3.92,2.32,2.05,1,39.43,3,769,93.22,2.21,56.83,1939,2.91,0.31,43900,37800,133,306,24.1,19.3,14.6,0,0,2.5,88.85,69.51,90.66,95.63,6.2,3994.6,1.43,1384.39,1.3700000000000045,5.598018600889608,27.430000000000007,16.99,6.780000000000001,0,0
Akron,OH,8,223019,24.51,73.76,1.21,0.72,100,22279,0.38,33.15,14.23,19.24,12015,20.48,27.15,14.85,9.01,54.23,20.74,24.95,16.8,15.74,59.54,61.23,11819,6.73,36.54,0.85,0.98,0.88,4.84,2.42,2.22,1.56,44.95,3,6449,93.31,5.21,37.42,1949,4.98,0.3,43800,27000,170,360,28.4,19.8,13.1,123,19,3.05,71.89,54.94,87.13,94.03,64.4,3461.4,3.24,3892.51,26.239999999999995,1.7453714705921917,40.46,28.68,6.689999999999998,142,0.06
Bayonne,NJ,8,61444,4.71,90.44,1.84,9.5,100,31954,0.35,46.1,5.56,21.85,16159,8.79,29.95,16.61,5.88,58.48,15.92,19.27,14.89,10.12,72.52,64.52,1102,2.44,33.07,2.19,3.13,3.7,4.31,2.42,2.24,2.99,59.69,2,1159,95.62,3.8,45.56,1940,2.62,0.43,168500,81100,259,479,22.4,21.9,14.5,0,5,12.03,71.88,68.49,91.58,93.45,5.8,10545.1,17.23,1848.45,9.560000000000002,3.0083490658160277,27.480000000000004,22.68,4.3799999999999955,5,0.01
Lynn,MA,8,81245,8.06,83.06,3.7,9.15,100,28553,0.28,33.78,13.4,17.7,13026,15.91,26.81,14.33,9.34,57.14,22.05,22.71,15.06,13.68,61.08,63.55,3900,6.26,54.84,4.67,6.3,5.45,6.97,2.53,2.29,4.28,62.17,2,3116,91.01,4.72,28.34,1939,5.22,0.71,139200,48500,323,574,29.4,24.3,14.9,202,164,13.83,73.81,55.72,83.6,90.25,11.2,7251.7,8.92,2916.2,16.939999999999998,3.589390116,38.92,28.96,8.989999999999995,366,0.45
Concord,MA,8,17076,2.66,93.63,2.04,3.01,78.87,69917,1.86,72.09,2.11,18.07,31655,3.26,7.21,55.95,3.96,58.9,18.81,35.68,3.68,8.57,87.44,63.55,45,0.38,35.97,1.31,1.96,0.73,3.42,2.69,2.17,0.37,25.94,3,224,96.21,1.79,37.5,1956,0.11,0.14,310600,206400,456,877,25.4,19.5,12.7,0,0,6.59,56.25,58.21,79.61,89.28,25.8,661.4,5.9,1220.13,6.3700000000000045,7.145291637385805,12.560000000000002,35.31,3.7900000000000063,0,0
Woodbridge,NJ,8,93086,6.46,86.61,5.47,5.56,100,45516,0.56,51.6,3.55,19,18213,3.04,22.57,19.84,4.85,64.44,18.03,19.01,13.18,8.55,82.95,68.83,703,1.14,37.8,2.36,3.6,1.96,4.47,2.68,2.21,2.32,42.2,3,1025,97.03,2.05,33.07,1958,0.99,0.2,160000,48000,207,693,25.1,23,15.5,43,0,12.22,65.6,66.03,80.75,91.7,23.9,3898.9,6.92,2519.9,13.39,2.707066583589369,17.049999999999997,29.21,2.969999999999999,43,0.05
Bellflower,CA,8,61815,6.27,69.77,10.09,23.9,100,32711,0.25,30.9,9.27,12.98,14304,9.62,27.66,11.97,5.88,64.54,23.63,18.07,17.31,17.89,66.62,66.57,2273,5.16,53.34,6.46,8.02,6.54,7.5,2.67,2.63,14.08,71.3,2,1212,94.97,1.57,14.69,1961,3.5,0.71,195200,80500,225,630,27.5,25,10.7,0,0,18.99,49.71,41.27,82.98,88.15,6.3,9811.9,2.49,2170.08,30.230000000000004,3.5106042222761467,33.379999999999995,42.01,5.030000000000001,0,0
Clark,NJ,8,14629,0.1,97.86,1.64,2.93,100,50095,0.42,62.5,2.43,29.68,20422,1.81,19.18,23.56,4.08,60.9,21.23,23.91,9.51,6.87,89.06,66.34,24,0.22,11.34,0.46,0.68,1.43,3.45,2.65,1.75,0.42,29.85,3,115,97.96,0.87,45.22,1958,0.11,0.28,197800,80400,55,726,24.7,23.1,15,0,0,7.96,74.48,75.7,89.91,96.35,4.5,3249.7,4.19,1552.4,2.1400000000000006,10.611798482466336,10.939999999999998,19.97,2.0400000000000063,0,0
Weslaco,TX,8,21877,0.17,79.44,0.48,79.69,100,17645,2.02,24.94,17.97,13.55,7597,35.49,48.47,12.46,17.59,43.95,11.11,33.91,14.55,10.34,74.52,60.66,403,1.8,26.85,2.34,3.72,19.62,16.52,3.26,3.23,23.68,68.17,2,2260,74.47,18.5,17.04,1973,13.37,1.49,35700,33100,175,248,24.1,21,13.2,0,0,19.9,62.36,63.25,88.34,93.6,8.7,2515.8,0.4,5401.82,20.560000000000002,24.691776751839832,25.480000000000004,28.68,25.53,0,0
Streamwood,IL,8,30987,1.99,91.15,4.24,7.42,100,48758,0.79,42.9,2.3,7.22,16416,2.63,16.6,19.88,4.41,78.94,23.84,12.87,13.53,9.16,86.85,73.37,335,1.73,43.33,1.75,2.88,2.11,6.53,3.12,3.08,2.84,21.19,3,393,96.19,1.02,11.45,1975,0.17,0.1,107100,37800,262,891,24.6,22.7,12.8,0,0,9.21,67.73,47.01,81.47,88.8,7,4411.6,2.98,2310.57,8.849999999999994,7.456578565204763,13.150000000000006,34.6,3.8100000000000023,0,0
Oak Park,MI,8,30462,34.3,62.84,2.36,1.46,100,36090,0.65,40.37,7.34,13.15,14544,10.85,19.15,22.16,6.17,62.85,19.2,25.7,12.45,14.31,70.74,66.15,729,3.18,28.34,1.55,2.53,2.84,7.98,2.8,2.56,5.19,30.41,3,459,95.95,0.44,8.71,1955,0.46,0.11,48000,18700,146,567,24.6,18.6,14.1,0,0,14.91,63.23,58.68,74.44,93.5,5.2,5867.1,1.59,4154.96,37.16,13.639813538178714,29.260000000000005,34.55,4.049999999999997,0,0
Aberdeen,NJ,8,17038,11.4,83.6,3.4,4.99,100,50448,0.58,48.41,2.93,14.76,19544,3.18,17.15,28.03,5.16,69.55,14.72,23.1,11.25,9.92,83.88,68.56,195,1.76,33.99,1.51,2.25,1.09,5.28,2.86,2.32,2.02,34.28,3,265,95.71,6.42,44.91,1965,0.88,0.15,157700,58600,263,718,26.9,24.5,16.5,13,0,8.06,49.92,61.79,75.5,87.23,5.8,2957.6,12.82,2199.04,16.400000000000006,12.906679187698087,16.120000000000005,37.6,4.290000000000006,13,0.08
Gatesville,TX,8,11492,24.67,66.79,0.23,11.9,0,19836,3.74,31.3,7.24,22.73,6786,13.13,39.3,7.01,8.83,24.93,12.35,20.63,12.98,23.46,74.01,81.25,1003,9.59,52.14,0.79,1,1.19,3.78,2.34,2.36,3.53,49.65,3,359,87.66,1.11,62.12,1963,10.26,0.45,38800,27700,139,325,24.8,21.9,13.7,0,0,3.05,75.97,34.42,47.14,92.7,8.5,1349.5,0,991.72,33.209999999999994,8.629655412460844,25.989999999999995,47.49,12.340000000000003,0,0
Sylacauga,AL,8,12520,24.53,74.92,0.16,0.33,0,19950,1.01,28.19,9.76,14.93,10760,19.6,34.23,17.7,4.75,55.95,30.99,23.16,24.02,13.89,69.4,68.52,279,2.43,32.1,0,0,0.45,4.86,2.5,2.33,3.82,46.9,3,442,91.85,2.49,54.98,1961,10.36,0.94,51600,39800,137,251,27,18.3,12.1,0,0,0.65,83.16,56.48,85.34,93.85,18.5,677.8,0,3190.19,25.08,25.480750798722045,30.599999999999994,25.01,8.150000000000006,0,0
Lexington,MA,8,28974,1.08,92.21,6.47,1.22,100,67389,0.98,75.3,2.82,20.15,30718,2.63,6.04,58.73,3.48,65.07,16.4,40.42,2.66,8,86.72,69.34,147,0.68,24.93,1.75,2.44,1.29,2.93,2.7,2.24,0.41,24.71,3,326,96.99,0,37.42,1956,0.1,0.06,282800,153700,367,953,26,21.5,13.3,8,0,12.77,55.24,66.07,85.41,89.3,17,1705.3,4.91,958.75,7.790000000000006,3.3090011734658664,13.280000000000001,31.09,3.010000000000005,8,0.03
Richland,WA,8,32315,1.43,93,3.31,3.04,100,36626,1.37,54.92,5.55,20.43,17085,7.79,9.66,34.73,5.05,64.64,11.42,38.51,6.95,12.59,76.28,65.26,399,1.6,34.1,0.56,1.04,0.84,4.27,2.44,2.18,1.85,39.49,3,710,94.88,1.97,49.15,1961,2.3,0.12,69200,45700,114,382,19.2,14.7,11.4,0,4,3.9,38.93,47.87,76.74,84.94,33.2,973.3,6.79,2177.38,7,6.737985455670742,23.72,45.49,5.1200000000000045,4,0.01
Roseville,CA,8,44685,0.91,91.53,3.32,10.8,100,39975,0.37,46.85,7.17,16.83,17430,6.83,13.08,23.96,4.99,65.13,11.22,20.03,9.81,14.69,76.12,70.29,527,1.7,36.73,1.26,1.64,1.86,4.05,2.65,2.46,3.7,41.99,3,1183,93.35,1.52,17.67,1979,2.64,0.31,158500,89600,263,600,28.9,24.6,11.5,129,11,6.46,56.78,35.65,53.08,87.98,31,1443.7,0.93,3592.01,8.469999999999999,8.038514042743651,23.879999999999995,51.5,6.650000000000006,140,0.31
Pico Rivera,CA,8,59177,0.69,58.78,3.16,83.2,100,34383,0.22,23.18,12.12,14.82,10454,11.61,47.73,6.1,8.44,57.83,26.13,15.94,26.09,12.35,73.32,60.98,2817,5.6,37.25,5.87,8,14.38,20.77,3.67,3.46,25.88,57.33,2,314,98.08,1.27,27.07,1956,3.75,0.17,165000,55600,249,613,28.6,24.6,11,23,0,29.3,56,61.7,91.97,93.83,8.3,7160.8,3.56,1329.52,41.22,2.2466836777802186,26.680000000000007,30.11,1.9200000000000017,23,0.04
Plainville,CT,8,17392,2.4,95.94,0.93,2.13,97.42,38432,0.55,53.89,2.38,18.03,17207,3.96,23.93,16.74,4.76,69.52,24.66,20.29,13.97,11.17,79.86,80.45,135,1.08,11.45,0.28,0.52,1.47,2.76,2.43,1.95,0.96,48.91,3,363,95.13,0.28,22.59,1963,1.03,0.27,150500,49100,214,534,24.4,22.6,14.5,10,0,8.89,68.05,64.16,91.31,94.47,10.1,1723.4,0.26,2015.85,4.060000000000002,11.590673873045079,20.14,25.49,4.8700000000000045,10,0.06
Moon,PA,8,19631,3.21,95.49,1.01,0.89,86.13,42016,0.27,56.68,2.91,15.3,18134,6.2,10.4,29.51,4.14,66.1,13.14,22.45,6.98,8.92,85.72,60.38,151,1.2,28.32,0.52,0.85,0.51,3.1,2.58,2.06,0.82,34.9,3,640,91.85,0.47,20.31,1967,0.24,0.08,84700,46100,201,507,23.2,18.9,12.8,0,0,3.22,71.02,58.88,78.77,85.75,24.6,799.4,2.81,1312.17,4.510000000000005,6.684172991696806,14.280000000000001,30.44,8.150000000000006,0,0
Lacey,WA,8,19279,2.95,88.86,6.05,3.46,100,29426,0.4,46.22,5.84,24.72,13233,7.91,11.75,24.08,6.18,59.56,7.34,23.49,8.79,14.7,74.37,71.33,274,1.96,38.92,1.48,2.22,1.19,3.97,2.44,2.22,3.16,50.66,2,359,95.56,1.39,12.53,1974,1.88,0.24,71700,28100,184,473,25.9,20.8,12.3,0,0,6.34,41.67,39.2,64.94,80.08,10.5,1840.3,2.35,5644.75,11.14,29.279267596867058,25.629999999999995,51.4,4.439999999999998,0,0
Columbus,MS,8,23799,51.17,48.29,0.32,0.78,0,19030,0.65,26.9,16.98,13.88,10188,28.63,35.08,18.92,9.19,55.44,24.87,22.25,19.33,14.58,51.94,71.17,2224,10.42,17.42,0,0.03,0.37,7,2.51,2.44,5.72,47.91,3,763,92.29,3.15,34.86,1964,11.82,1.45,44900,28700,186,328,26.4,18.4,13.3,12,0,0.55,72.04,53.4,82.97,89.77,11.9,2004,0.33,3693.19,51.71,15.518257069624774,48.06,30.53,7.709999999999994,12,0.05
White Settlement,TX,8,15472,4.4,90.03,1.61,6.85,100,25149,0.64,26.98,4.14,13.31,10647,12.77,29.35,6.79,5.53,64.46,25.35,15.23,14.51,17.77,69.8,70.87,301,2.55,22.83,0.56,0.59,0.58,3.84,2.66,2.68,4.92,54.48,2,556,90.98,2.34,37.23,1965,9.02,0.71,47900,21800,128,403,22.9,15.5,13.6,0,0,2.97,61.55,42.49,77.21,86.28,5.1,3057.7,0.42,3491.55,9.969999999999999,22.566895036194417,30.200000000000003,39.58,9.019999999999996,0,0
Framingham,MA,8,64989,3.7,90.11,2.93,8.14,100,42948,0.74,48.84,5.58,15.11,20407,5.96,13.9,36.38,6.42,68.32,18.29,27.63,7.24,11.03,76.83,74.38,1276,3,46.7,3.71,4.82,3.32,3.6,2.44,2.08,2.61,48.76,3,1289,95.12,1.47,20.64,1962,2.03,0.49,184700,74600,342,695,25.7,21.4,13.6,92,0,11.7,62.45,55.47,78.51,87.73,26,2497.3,2.81,2045.09,9.89,3.1468248472818474,23.17,34.52,4.8799999999999955,92,0.14
Exeter,NH,8,12481,0.43,98.53,0.81,0.49,0,36121,0.04,50.67,2.77,16.02,18531,5.2,13.67,32.04,5.77,66.37,15.8,33.05,10.21,12.02,78.84,77.64,67,0.7,15.65,0.39,0.39,0.26,2.58,2.45,2.02,1.11,52.43,2,371,93.06,0.54,31.27,1964,2.32,0.11,154000,74900,249,608,27.7,25.5,15,0,0,2.51,34.25,47.47,70.87,74.7,20.3,613.3,0.42,1379.64,1.4699999999999989,11.05392196,21.159999999999997,49.14,6.939999999999998,0,0
El Segundo,CA,8,15223,1.01,90.52,5.02,9.08,100,46352,1.04,52.89,2.22,12.82,23583,4.25,9.6,32.49,3.32,73.78,30.11,14.71,5.89,17.11,73.51,70.01,64,0.74,35.83,2.63,3.95,2,3.63,2.25,2.05,3.85,67.15,2,417,94.2,0.72,14.39,1960,1.79,0.19,357300,141200,343,800,25.3,27.6,10.7,0,0,13.09,44.5,39.12,80.62,85.31,5.7,2648.4,0.72,4130.75,9.480000000000004,27.134927412467974,26.489999999999995,45.25,5.799999999999997,0,0
Nacogdoches,TX,8,30872,22.47,73.53,0.87,5.06,0,15917,2.5,29.2,7.83,11.25,9478,31.53,27.22,26.03,7.18,52.08,13.79,31.72,14.66,9.86,64.7,71.54,1191,6.55,55.34,1.03,1.62,1.42,5.42,2.34,2.21,4.56,58.77,2,947,92.27,3.48,44.03,1972,10.3,0.59,59100,47900,156,346,35.1,20.3,13.7,29,0,3.85,73.88,33.41,57.24,92.9,25.8,1194.9,0.21,3081.63,26.47,9.981957761,35.3,45.16,7.730000000000004,29,0.09
Denton,TX,8,66270,9.53,81.96,2.81,8.96,100,23156,1.16,40.32,3.38,10.78,12013,20.65,18.06,36.45,6.07,62.98,12.37,33.49,9.93,10.52,74.74,70.55,1026,2.94,67.81,2.71,4.01,2.06,4.73,2.31,2.08,4.48,59.48,2,3072,89.33,2.28,40.3,1975,6.85,0.47,77300,43800,151,423,33.8,22.8,12.9,0,0,7.13,58.13,31.72,56.46,85.88,54.5,1215.2,0.14,3563.88,18.040000000000006,5.377818017202355,25.260000000000005,51.23,10.670000000000002,0,0
Claremore,OK,8,13280,2.58,79.88,0.63,1.66,0,23483,1.19,35.37,5.75,13.14,11681,15.75,25.2,15.21,5.27,58.69,19.75,24.15,15.27,16.23,72.38,63.35,139,1.27,38.12,0.46,0.46,0.17,3.56,2.49,2.38,2.69,48.35,3,427,92.36,2.11,53.4,1972,8.02,1,53000,31400,155,356,26.5,20.5,12.6,6,0,1.2,61.95,47.03,76,90.2,9,1470.3,0.07,2362.1,20.120000000000005,17.786897590361445,27.620000000000005,38.34,7.640000000000001,6,0.05
Odessa,TX,8,89699,5.97,75.39,0.68,31.13,100,24346,0.88,32.64,6.78,10.55,11588,19.36,30.51,13.64,7.55,59.8,11.56,22.65,13.59,14.92,73.96,61.43,1912,2.69,33.08,1.1,1.56,5.69,6.67,2.71,2.48,8.12,49.93,3,4925,86.95,6.01,49.87,1965,11.25,0.79,43700,35700,144,313,22.7,18.7,12.8,59,0,7.55,70.48,49.45,83.35,94.7,36.6,2448.1,0.02,5887.29,24.61,6.563384207181796,26.040000000000006,32.24,13.049999999999997,59,0.07
Taylor,TX,8,11472,16.72,68.7,0.39,28.57,0,21160,2.85,34.05,9.54,12.76,10197,21.88,40.17,11.44,7.44,57.2,24.4,21.26,20.6,11.83,72.16,76.03,307,3.15,35.24,0.24,0.45,3.5,7.01,2.69,2.72,7.08,54.39,2,590,87.52,3.9,62.71,1963,12.18,0.63,45800,37300,150,322,26.7,19.9,13.5,0,0,2.89,87.24,58.22,86.5,97.07,11.1,1029.1,0.65,2834.47,31.299999999999997,24.70772315202231,27.840000000000003,22.68,12.480000000000004,0,0
Orange,CA,8,110658,1.4,82.99,7.9,22.84,100,46539,0.58,46.03,5.55,13.65,19064,7.99,18.34,25.58,4.57,70.09,17.85,20.8,11.36,14.27,76.93,69.3,1765,2.43,57.48,7.32,9.42,9.23,9.01,2.9,2.95,9.62,45.24,3,1227,96.77,1.3,14.26,1968,1.77,0.36,248700,118500,284,766,28.6,24.1,11.2,159,11,20.13,46.54,43.08,80.08,88.5,24.2,4577.2,2.59,2584.09,17.010000000000005,2.3352039617560414,23.069999999999993,43.43,3.230000000000004,170,0.15
Portsmouth,OH,8,22676,5.17,93.97,0.34,0.41,0,15732,0.24,32.28,19.47,19.27,10385,27.97,35.7,11.45,11.52,40.84,12.44,29.91,13.93,16.2,61.73,49.37,648,2.98,25,0.1,0.1,0.4,3.94,2.29,2.26,1.43,50.67,2,1091,89.86,3.94,55,1939,13.53,0.52,32800,26400,137,263,29.8,16.9,13.2,0,0,0.76,76.66,52.17,86.83,92.69,11.2,2032.3,0,5160.13,6.030000000000001,22.755909331451758,38.27,28.11,10.14,0,0
Oregon City,OR,8,14698,0.33,96.88,1.2,2.16,100,28687,0.6,37.09,4.6,15.65,12106,9.25,19.12,12.76,3.41,65.91,20.03,21.5,19.12,16.02,72.8,66.62,168,1.52,25.35,0.31,0.56,0.54,4.86,2.62,2.39,3.81,45.36,3,196,96.55,2.04,24.49,1968,2.66,0.18,61200,24600,148,438,24.7,21.1,13.8,0,0,2.44,54.65,45.1,75.46,86.1,4.9,3024.3,2.52,4314.92,3.1200000000000045,29.357191454619674,27.200000000000003,41.6,3.450000000000003,0,0
Washington,MO,8,10704,0.74,98.63,0.36,0.71,0,30650,1.11,51.28,3.54,14.16,13273,5.22,25.05,14.01,3.64,66.79,31.38,19.05,24.54,9.07,81.77,79.76,65,0.73,52.48,0.5,0.5,0.26,4.51,2.55,2.14,1.66,45.25,3,239,94.49,1.67,28.87,1960,1.68,0.39,63600,32200,139,378,21.9,19.7,11.7,0,0,0.94,85.3,53.15,80.28,93.95,7,1519.6,0.29,3201.82,1.3700000000000045,29.912369207772798,18.230000000000004,27.09,5.510000000000005,0,0
Campbell,CA,8,36048,1.98,83.64,9.48,10.65,100,42489,0.44,45.51,6.01,10.96,20759,5.76,11.4,30.97,3.42,73.97,28.84,19.84,7.6,18.98,68.64,71.94,497,2.35,50.89,3.35,4.77,2.96,4.15,2.35,2.2,5.93,59.79,2,554,96.51,4.51,13.18,1967,0.61,0.21,276700,110200,275,743,27.2,23.6,11.9,0,0,12.47,51.64,41.46,79.61,88.72,5.8,6202.3,2.38,3645.24,16.36,10.11218375499334,31.36,42.43,3.489999999999995,0,0
Sedalia,MO,8,19800,5.44,93.56,0.44,0.91,0,19775,1.01,38.3,7.68,15.33,10455,15.01,30.89,11.26,9.11,55.7,24.05,23.57,23.19,13.72,73.8,74.37,211,1.26,57.79,0.37,0.44,0.5,3.49,2.32,2.16,1.7,53.59,2,898,90.36,2,47.66,1953,8.63,0.55,37200,29800,122,321,26.5,18.1,13.4,0,0,1.01,75.17,54.11,78.3,91.38,11.6,1701,0.27,4502.96,6.439999999999998,22.74222222222222,26.200000000000003,30.81,9.64,0,0
Astoria,OR,8,10069,0.34,95.51,2.06,2.53,0,24325,0.78,41.65,7.12,18.5,12320,16.46,18,16.36,6.09,58.39,20.05,20.5,20.52,16.25,68.16,65.48,138,1.79,9.39,0.35,0.39,1.62,4.43,2.35,2.23,3.15,55.45,2,415,91.04,4.58,36.39,1939,8.56,1.08,54400,32400,146,297,23.7,17.2,13.4,15,0,4.76,46.01,47.61,70.32,78.91,6,1691.7,0.81,3404.38,4.489999999999995,33.81050749826199,31.840000000000003,45.35,8.959999999999994,15,0.15
Woodbury,NJ,8,10904,20.13,78.34,0.68,1.69,100,28993,0.41,36.91,13.13,19.72,13842,12.38,27.39,20.06,8.18,55.47,14.93,29.14,14.11,14.28,61.35,74.35,585,6.61,16.28,0.17,0.24,0.66,5.34,2.5,2.07,2.19,43.97,3,180,95.85,8.89,40.56,1943,2.84,0.14,90600,43900,314,412,29.5,22.5,14.9,0,0,3.15,59.36,61.21,81.1,92.14,2.2,5058.5,4.06,3943.16,21.659999999999997,36.162509170946436,38.65,32.78,4.150000000000006,0,0
Monterey,CA,8,31954,2.93,86.62,7.32,7.81,100,34727,0.73,50.7,3.81,14.4,18174,6.58,11.47,39.85,2.23,71.32,6.8,28.83,6.67,15.31,78.34,61.26,246,1.4,46.55,5.2,6.07,2.65,3.24,2.26,2.2,4.25,66.36,2,804,94.04,0.62,10.2,1965,0.95,0.07,266600,156300,263,709,28.8,26.7,11.3,0,9,14.71,34.98,31.76,52.98,64.21,8.7,3667.8,2.65,4605.83,13.379999999999995,14.413938787006323,21.659999999999997,60.09,5.959999999999994,9,0.03
Orangeburg,SC,8,13739,59.87,39.16,0.82,0.49,0,22176,1.54,32.66,13.9,16.04,9890,25,28.93,23.47,9.46,48,18.89,30.44,13.78,10.55,56.23,72.11,816,8.21,55.12,0.56,0.56,0.8,6.45,2.42,2.49,4.59,45.58,3,415,91.35,2.89,28.67,1963,12.64,1.92,60100,38200,171,311,24.1,15,12.4,0,0,1.49,74.01,42.05,68.87,89.14,7.7,1792.7,0,7335.99,60.84,53.395370842128244,43.77,38.36,8.650000000000006,0,0
Beacon,NY,8,13243,15.02,79.03,0.72,14.12,100,32633,0,37.44,6.96,18.85,13541,11.46,29.68,15.87,7.29,57.89,22.99,20.38,14.85,12.17,68.63,67.45,704,7.22,33.91,1.55,1.96,2.71,6.15,2.68,2.49,4.24,46.54,3,318,93.69,4.4,48.74,1943,6.97,0,119500,40900,254,501,27.1,24.8,15.3,48,0,6.97,76.87,55.49,78.8,93.03,4.9,2699.3,4.14,1443.91,20.97,10.903194140300537,31.370000000000005,29.61,6.310000000000002,48,0.36
